Sale_ID,Brand,Region,Sales_Channel,Payment_Method,Date,Unit_Price,Warranty_Years,Software_Update
S0020223,Realme,Asia,Retail Store,UPI,11-03-2023,74000,3,5
S0020224,Apple iPhone,Europe,Retail Store,UPI,13-07-2022,57000,2,4
S0020226,Realme,South America,Retail Store,UPI,11-08-2022,33000,2,2
S0020227,Realme,Africa,Online,UPI,01-06-2022,43000,2,3
S0020228,OnePlus Nord,Asia,Online,Credit Card,24-02-2022,32000,2,2
S0020229,Xiaomi (India),North America,Retail Store,UPI,06-06-2022,43000,2,3
S0020230,Samsung Galaxy,Africa,Online,UPI,09-09-2022,48000,2,3
S0020232,Xiaomi (India),Asia,Retail Store,UPI,13-02-2023,43000,2,3
S0020233,Samsung Galaxy,Europe,Retail Store,UPI,23-10-2022,29000,1,2
S0020234,Samsung Galaxy,Africa,Online,Credit Card,18-10-2022,11000,1,0
S0020235,Apple iPhone,Africa,Retail Store,Net Banking,03-08-2023,27000,1,2
S0020236,Xiaomi (India),Asia,Retail Store,UPI,22-03-2022,79000,3,5
S0020237,Apple iPhone,Asia,Retail Store,UPI,14-10-2022,29000,1,2
S0020238,OnePlus Nord,Europe,Retail Store,UPI,11-02-2022,54000,2,3
S0020242,Apple iPhone,Europe,Retail Store,UPI,26-06-2023,32000,2,2
S0020245,OnePlus Nord,Europe,Retail Store,UPI,04-04-2022,66000,3,4
S0020246,Apple iPhone,Asia,Retail Store,UPI,02-12-2023,66000,3,4
S0020250,Xiaomi (India),Asia,Online,Credit Card,20-12-2022,43000,2,3
S0020251,Xiaomi (India),South America,Retail Store,UPI,19-06-2023,40000,2,2
S0020252,Apple iPhone,Asia,Retail Store,Net Banking,23-10-2022,33000,2,2
S0020253,Realme,Asia,Retail Store,UPI,20-11-2023,28000,1,2
S0020257,OnePlus Nord,Europe,Online,Credit Card,27-07-2022,65000,3,4
S0020258,Xiaomi (India),Africa,Online,Net Banking,22-01-2022,70000,3,4
S0020261,Realme,Asia,Retail Store,UPI,14-05-2022,79000,3,5
S0020263,Apple iPhone,South America,Retail Store,UPI,07-11-2023,86000,3,6
S0020264,Xiaomi (India),Africa,Retail Store,UPI,10-10-2023,85000,3,5
S0020265,OnePlus Nord,Europe,Retail Store,Debit Card,23-09-2023,29000,1,2
S0020266,Apple iPhone,North America,Retail Store,UPI,24-12-2022,39000,2,2
S0020270,Samsung Galaxy,Asia,Retail Store,UPI,21-03-2023,54000,2,3
S0020272,Xiaomi (India),Europe,Retail Store,UPI,18-01-2022,85000,3,5
S0020273,Realme,Europe,Online,Credit Card,01-04-2023,24000,1,1
S0020274,OnePlus Nord,South America,Wholesale,Debit Card,21-05-2022,72000,3,5
S0020275,Realme,Africa,Retail Store,UPI,05-03-2022,29000,1,2
S0020276,OnePlus Nord,Asia,Online,Net Banking,25-01-2023,48000,2,3
S0020277,OnePlus Nord,Africa,Retail Store,UPI,09-01-2023,64000,3,4
S0020281,Samsung Galaxy,Asia,Retail Store,UPI,26-12-2022,86000,3,6
S0020282,Realme,Europe,Retail Store,UPI,09-03-2022,65000,3,4
S0020284,Samsung Galaxy,Asia,Retail Store,Credit Card,11-08-2022,29000,1,2
S0020285,OnePlus Nord,Asia,Retail Store,UPI,16-04-2022,66000,3,4
S0020286,Xiaomi (India),Asia,Wholesale,Debit Card,18-02-2022,74000,3,5
S0020287,Xiaomi (India),Asia,Online,Credit Card,17-03-2023,12000,1,0
S0020288,OnePlus Nord,South America,Retail Store,UPI,28-09-2022,48000,2,3
S0020289,Xiaomi (India),South America,Retail Store,UPI,25-04-2022,60000,3,4
S0020290,Xiaomi (India),Asia,Retail Store,UPI,11-11-2022,37000,2,2
S0020292,Samsung Galaxy,Asia,Online,Credit Card,06-12-2023,65000,3,4
S0020293,Xiaomi (India),Asia,Online,Credit Card,01-01-2022,55000,2,3
S0020294,Apple iPhone,South America,Retail Store,UPI,24-10-2023,60000,3,4
S0020295,Xiaomi (India),Europe,Retail Store,UPI,28-12-2022,39000,2,2
S0020296,Xiaomi (India),Asia,Retail Store,UPI,30-03-2022,27000,1,2
S0020299,Samsung Galaxy,Asia,Retail Store,Cash,18-10-2022,65000,3,4
S0020302,OnePlus Nord,South America,Retail Store,UPI,19-08-2023,57000,2,4
S0020303,Apple iPhone,Asia,Online,Credit Card,01-09-2022,65000,3,4
S0020304,OnePlus Nord,South America,Retail Store,UPI,06-06-2022,76000,3,5
S0020306,Xiaomi (India),Asia,Retail Store,UPI,21-09-2023,42000,2,3
S0020307,Apple iPhone,Africa,Online,Credit Card,22-04-2023,85000,3,5
S0020308,Xiaomi (India),Asia,Retail Store,UPI,04-09-2022,60000,3,4
S0020312,Realme,Europe,Online,UPI,01-01-2023,79000,3,5
S0020314,Samsung Galaxy,North America,Retail Store,UPI,21-04-2022,84000,3,5
S0020315,Xiaomi (India),Africa,Retail Store,UPI,09-02-2023,74000,3,5
S0020317,Apple iPhone,North America,Retail Store,UPI,31-01-2023,27000,1,2
S0020319,Apple iPhone,Europe,Retail Store,UPI,30-01-2022,32000,2,2
S0020320,Samsung Galaxy,Europe,Retail Store,UPI,25-07-2023,27000,1,2
S0020321,OnePlus Nord,Europe,Retail Store,UPI,03-06-2023,64000,3,4
S0020322,Samsung Galaxy,North America,Retail Store,UPI,03-06-2022,32000,2,2
S0020323,Apple iPhone,Africa,Retail Store,UPI,27-12-2022,65000,3,4
S0020324,OnePlus Nord,Africa,Retail Store,Debit Card,09-12-2022,42000,2,3
S0020325,Xiaomi (India),South America,Retail Store,UPI,09-02-2022,40000,2,2
S0020326,Samsung Galaxy,North America,Retail Store,UPI,12-02-2022,43000,2,3
S0020327,Realme,Africa,Wholesale,Debit Card,30-08-2022,42000,2,3
S0020328,Samsung Galaxy,South America,Retail Store,UPI,17-12-2023,24000,1,1
S0020331,OnePlus Nord,Asia,Online,Credit Card,07-04-2023,28000,1,2
S0020332,Apple iPhone,Africa,Retail Store,UPI,27-11-2022,66000,3,4
S0020334,Apple iPhone,Africa,Online,Credit Card,03-09-2022,74000,3,5
S0020335,Xiaomi (India),Africa,Retail Store,UPI,28-10-2022,32000,2,2
S0020336,Realme,Asia,Retail Store,UPI,25-05-2023,54000,2,3
S0020338,Xiaomi (India),Europe,Wholesale,Credit Card,08-05-2023,29000,1,2
S0020342,Samsung Galaxy,North America,Retail Store,UPI,10-04-2023,40000,2,2
S0020345,OnePlus Nord,North America,Retail Store,UPI,03-05-2022,33000,2,2
S0020346,Xiaomi (India),South America,Online,Cash,03-03-2023,72000,3,5
S0020347,OnePlus Nord,North America,Retail Store,Net Banking,14-05-2023,54000,2,3
S0020349,Apple iPhone,Asia,Retail Store,UPI,10-10-2023,42000,2,3
S0020350,OnePlus Nord,Europe,Retail Store,UPI,03-12-2022,76000,3,5
S0020351,OnePlus Nord,Asia,Retail Store,UPI,10-12-2023,11000,1,0
S0020352,Xiaomi (India),North America,Retail Store,UPI,09-05-2023,29000,1,2
S0020353,OnePlus Nord,South America,Retail Store,UPI,24-02-2022,32000,2,2
S0020354,Apple iPhone,Africa,Retail Store,UPI,10-05-2022,27000,1,2
S0020355,Samsung Galaxy,South America,Retail Store,UPI,14-06-2023,84000,3,5
S0020356,OnePlus Nord,Europe,Retail Store,UPI,23-08-2023,48000,2,3
S0020358,Samsung Galaxy,Asia,Retail Store,Net Banking,25-10-2023,28000,1,2
S0020359,OnePlus Nord,South America,Online,Net Banking,13-01-2022,54000,2,3
S0020360,OnePlus Nord,North America,Retail Store,UPI,10-09-2023,28000,1,2
S0020361,Samsung Galaxy,North America,Online,Cash,16-01-2023,43000,2,3
S0020362,OnePlus Nord,Asia,Retail Store,UPI,11-12-2023,48000,2,3
S0020363,Xiaomi (India),Europe,Online,Credit Card,24-01-2022,76000,3,5
S0020364,OnePlus Nord,Europe,Retail Store,UPI,19-07-2022,65000,3,4
S0020367,Xiaomi (India),South America,Online,Credit Card,19-11-2022,64000,3,4
S0020369,Realme,South America,Retail Store,UPI,16-03-2022,29000,1,2
S0020370,Apple iPhone,North America,Retail Store,UPI,18-11-2022,48000,2,3
S0020371,OnePlus Nord,Europe,Online,Credit Card,22-11-2022,64000,3,4
S0020372,Samsung Galaxy,Asia,Retail Store,UPI,07-11-2023,76000,3,5
S0020374,Apple iPhone,South America,Retail Store,UPI,20-08-2022,39000,2,2
S0020377,Realme,North America,Retail Store,UPI,02-09-2022,74000,3,5
S0020378,Apple iPhone,North America,Retail Store,UPI,02-03-2022,12000,1,0
S0020380,Samsung Galaxy,South America,Retail Store,UPI,23-12-2023,20000,1,1
S0020381,OnePlus Nord,North America,Online,Credit Card,08-05-2023,48000,2,3
S0020382,Xiaomi (India),South America,Retail Store,UPI,15-12-2022,72000,3,5
S0020383,Apple iPhone,North America,Online,UPI,09-12-2023,84000,3,5
S0020384,OnePlus Nord,Europe,Retail Store,UPI,10-04-2023,65000,3,4
S0020385,Realme,Asia,Online,Credit Card,28-02-2023,29000,1,2
S0020386,Apple iPhone,Africa,Wholesale,Cash,15-12-2023,42000,2,3
S0020387,OnePlus Nord,Asia,Online,Credit Card,05-12-2022,48000,2,3
S0020389,Realme,North America,Online,Credit Card,08-09-2023,70000,3,4
S0020392,Xiaomi (India),South America,Retail Store,UPI,03-12-2022,79000,3,5
S0020394,Samsung Galaxy,Europe,Online,Credit Card,22-07-2022,64000,3,4
S0020395,Xiaomi (India),North America,Retail Store,UPI,24-03-2022,39000,2,2
S0020396,Apple iPhone,South America,Retail Store,UPI,13-06-2023,64000,3,4
S0020399,Apple iPhone,Europe,Retail Store,UPI,24-07-2023,24000,1,1
S0020400,Xiaomi (India),North America,Online,UPI,11-03-2022,29000,1,2
S0020401,OnePlus Nord,Europe,Retail Store,UPI,08-12-2022,70000,3,4
S0020402,Samsung Galaxy,Europe,Retail Store,UPI,20-03-2023,65000,3,4
S0020403,Xiaomi (India),North America,Online,Credit Card,25-08-2023,48000,2,3
S0020405,Apple iPhone,Africa,Retail Store,UPI,07-06-2022,11000,1,0
S0020407,OnePlus Nord,North America,Online,Credit Card,28-01-2022,37000,2,2
S0020409,Apple iPhone,Africa,Retail Store,UPI,04-11-2022,57000,2,4
S0020411,Samsung Galaxy,Asia,Online,Debit Card,15-12-2022,85000,3,5
S0020412,Apple iPhone,Europe,Retail Store,UPI,09-10-2022,85000,3,5
S0020414,Apple iPhone,South America,Retail Store,UPI,15-02-2023,12000,1,0
S0020415,OnePlus Nord,North America,Online,Credit Card,23-06-2023,42000,2,3
S0020416,OnePlus Nord,North America,Online,Credit Card,21-07-2022,60000,3,4
S0020420,Xiaomi (India),Africa,Online,Credit Card,27-04-2022,60000,3,4
S0020423,Samsung Galaxy,Africa,Retail Store,UPI,25-07-2022,86000,3,6
S0020424,Samsung Galaxy,Africa,Retail Store,UPI,05-02-2023,85000,3,5
S0020425,Realme,Asia,Retail Store,UPI,10-05-2023,27000,1,2
S0020426,Realme,Asia,Retail Store,UPI,06-04-2022,27000,1,2
S0020427,Realme,Europe,Retail Store,UPI,09-08-2022,27000,1,2
S0020429,Xiaomi (India),Asia,Online,Debit Card,22-06-2023,76000,3,5
S0020430,Xiaomi (India),Asia,Online,Credit Card,27-05-2023,70000,3,4
S0020431,Realme,Europe,Retail Store,UPI,12-09-2022,64000,3,4
S0020433,Samsung Galaxy,South America,Retail Store,UPI,01-10-2023,20000,1,1
S0020435,Xiaomi (India),Africa,Online,Net Banking,15-09-2022,79000,3,5
S0020439,Realme,North America,Retail Store,UPI,09-06-2022,57000,2,4
S0020441,OnePlus Nord,Europe,Retail Store,UPI,28-08-2022,42000,2,3
S0020442,Realme,Europe,Retail Store,UPI,22-08-2023,86000,3,6
S0020444,Xiaomi (India),Africa,Retail Store,UPI,04-01-2023,24000,1,1
S0020446,Apple iPhone,South America,Retail Store,UPI,09-06-2023,40000,2,2
S0020447,Samsung Galaxy,Europe,Retail Store,UPI,29-01-2023,72000,3,5
S0020448,Samsung Galaxy,South America,Online,Credit Card,01-03-2022,39000,2,2
S0020451,Realme,Africa,Retail Store,UPI,14-10-2023,76000,3,5
S0020454,Xiaomi (India),Africa,Online,Credit Card,21-03-2023,27000,1,2
S0020455,Apple iPhone,North America,Retail Store,UPI,08-06-2022,32000,2,2
S0020456,Xiaomi (India),South America,Retail Store,UPI,11-11-2022,32000,2,2
S0020457,Samsung Galaxy,North America,Online,Cash,05-04-2022,48000,2,3
S0020458,Realme,Africa,Online,Debit Card,19-08-2022,33000,2,2
S0020460,Xiaomi (India),Africa,Retail Store,UPI,05-02-2022,32000,2,2
S0020464,Apple iPhone,North America,Wholesale,Debit Card,07-07-2023,54000,2,3
S0020466,Apple iPhone,Asia,Online,Cash,17-09-2023,28000,1,2
S0020467,Xiaomi (India),South America,Wholesale,Net Banking,03-11-2022,27000,1,2
S0020468,OnePlus Nord,Europe,Retail Store,UPI,22-01-2022,54000,2,3
S0020470,OnePlus Nord,Asia,Retail Store,UPI,04-03-2022,79000,3,5
S0020471,Realme,North America,Retail Store,UPI,14-03-2022,29000,1,2
S0020473,OnePlus Nord,Africa,Retail Store,UPI,12-01-2023,27000,1,2
S0020474,OnePlus Nord,South America,Online,Credit Card,20-06-2022,32000,2,2
S0020475,Apple iPhone,South America,Wholesale,Net Banking,01-05-2022,33000,2,2
S0020479,OnePlus Nord,North America,Wholesale,Credit Card,11-04-2022,29000,1,2
S0020480,Samsung Galaxy,Africa,Wholesale,Debit Card,11-11-2022,24000,1,1
S0020481,OnePlus Nord,Asia,Retail Store,UPI,20-01-2023,54000,2,3
S0020485,Samsung Galaxy,Africa,Retail Store,Credit Card,23-08-2022,29000,1,2
S0020486,Samsung Galaxy,Europe,Online,Credit Card,23-03-2022,37000,2,2
S0020487,Apple iPhone,Africa,Retail Store,UPI,26-01-2022,28000,1,2
S0020488,Samsung Galaxy,South America,Online,Credit Card,11-11-2022,28000,1,2
S0020489,Samsung Galaxy,Europe,Retail Store,UPI,16-06-2023,20000,1,1
S0020491,Xiaomi (India),South America,Retail Store,UPI,14-01-2023,72000,3,5
S0020497,Xiaomi (India),Africa,Online,Credit Card,26-12-2023,55000,2,3
S0020498,Samsung Galaxy,South America,Retail Store,UPI,04-01-2023,76000,3,5
S0020500,Realme,Asia,Retail Store,UPI,26-05-2022,28000,1,2
S0020503,Apple iPhone,North America,Retail Store,UPI,23-09-2022,24000,1,1
S0020504,Samsung Galaxy,Europe,Retail Store,UPI,26-06-2022,66000,3,4
S0020505,Realme,Europe,Retail Store,UPI,10-11-2023,20000,1,1
S0020506,Apple iPhone,Asia,Retail Store,UPI,02-01-2023,66000,3,4
S0020508,Apple iPhone,North America,Retail Store,UPI,24-09-2023,42000,2,3
S0020510,Realme,South America,Retail Store,UPI,30-05-2023,20000,1,1
S0020511,OnePlus Nord,Europe,Online,Credit Card,01-12-2022,66000,3,4
S0020512,Samsung Galaxy,North America,Retail Store,UPI,31-10-2023,72000,3,5
S0020514,OnePlus Nord,South America,Retail Store,Cash,06-09-2023,28000,1,2
S0020516,Realme,Africa,Online,UPI,09-01-2022,37000,2,2
S0020517,Realme,South America,Retail Store,UPI,16-03-2022,12000,1,0
S0020518,Xiaomi (India),North America,Wholesale,Credit Card,29-01-2022,43000,2,3
S0020519,Samsung Galaxy,Africa,Retail Store,UPI,26-08-2023,57000,2,4
S0020521,Xiaomi (India),Europe,Retail Store,Net Banking,18-01-2023,84000,3,5
S0020522,Realme,South America,Retail Store,UPI,07-04-2022,84000,3,5
S0020524,Samsung Galaxy,North America,Retail Store,UPI,12-10-2023,20000,1,1
S0020525,Xiaomi (India),Europe,Retail Store,UPI,08-09-2022,39000,2,2
S0020526,Xiaomi (India),Africa,Retail Store,UPI,10-11-2022,74000,3,5
S0020527,OnePlus Nord,South America,Retail Store,UPI,01-05-2022,54000,2,3
S0020528,Samsung Galaxy,Asia,Online,Credit Card,14-11-2022,39000,2,2
S0020532,OnePlus Nord,North America,Online,Cash,13-07-2023,66000,3,4
S0020535,Realme,North America,Retail Store,UPI,10-05-2023,60000,3,4
S0020536,Xiaomi (India),Europe,Retail Store,UPI,11-06-2022,12000,1,0
S0020537,Samsung Galaxy,North America,Online,Credit Card,15-05-2023,55000,2,3
S0020539,Apple iPhone,Africa,Online,Credit Card,31-10-2022,37000,2,2
S0020540,OnePlus Nord,North America,Retail Store,Debit Card,29-12-2023,12000,1,0
S0020542,Realme,North America,Online,Credit Card,28-06-2022,65000,3,4
S0020544,Samsung Galaxy,Europe,Retail Store,UPI,28-05-2022,11000,1,0
S0020545,OnePlus Nord,North America,Retail Store,UPI,19-04-2023,66000,3,4
S0020549,OnePlus Nord,North America,Retail Store,Credit Card,08-09-2023,57000,2,4
S0020550,OnePlus Nord,North America,Retail Store,UPI,18-03-2023,70000,3,4
S0020553,Xiaomi (India),Asia,Online,Credit Card,09-07-2022,37000,2,2
S0020554,Realme,Africa,Online,Credit Card,06-08-2022,39000,2,2
S0020555,OnePlus Nord,Asia,Retail Store,UPI,16-02-2022,86000,3,6
S0020557,Apple iPhone,Africa,Retail Store,UPI,15-04-2023,60000,3,4
S0020559,Xiaomi (India),Africa,Retail Store,UPI,18-09-2023,27000,1,2
S0020560,Apple iPhone,Europe,Online,Credit Card,25-07-2023,57000,2,4
S0020561,Xiaomi (India),Europe,Retail Store,UPI,22-03-2022,42000,2,3
S0020564,Xiaomi (India),North America,Retail Store,UPI,12-01-2022,12000,1,0
S0020565,Xiaomi (India),Europe,Retail Store,UPI,10-12-2022,12000,1,0
S0020566,OnePlus Nord,Europe,Retail Store,UPI,13-01-2022,76000,3,5
S0020567,Xiaomi (India),South America,Online,Credit Card,09-10-2022,39000,2,2
S0020569,Samsung Galaxy,Africa,Retail Store,UPI,04-10-2023,12000,1,0
S0020570,Samsung Galaxy,South America,Retail Store,UPI,22-01-2022,72000,3,5
S0020571,Xiaomi (India),Europe,Retail Store,UPI,28-09-2023,79000,3,5
S0020572,Apple iPhone,Europe,Online,Credit Card,01-11-2022,85000,3,5
S0020573,Xiaomi (India),Europe,Retail Store,UPI,04-12-2023,60000,3,4
S0020575,Apple iPhone,North America,Online,Credit Card,20-10-2022,11000,1,0
S0020577,Apple iPhone,South America,Retail Store,UPI,23-11-2023,70000,3,4
S0020578,Xiaomi (India),South America,Online,Credit Card,13-04-2022,55000,2,3
S0020579,OnePlus Nord,Asia,Retail Store,UPI,16-07-2022,27000,1,2
S0020580,Apple iPhone,North America,Retail Store,UPI,24-11-2022,43000,2,3
S0020581,Xiaomi (India),North America,Retail Store,UPI,11-03-2023,24000,1,1
S0020582,Samsung Galaxy,Africa,Retail Store,Net Banking,26-03-2023,28000,1,2
S0020585,Apple iPhone,Africa,Retail Store,UPI,30-07-2022,57000,2,4
S0020586,Xiaomi (India),Asia,Retail Store,UPI,11-11-2022,24000,1,1
S0020587,Apple iPhone,Asia,Wholesale,Cash,01-12-2023,57000,2,4
S0020589,Samsung Galaxy,Africa,Retail Store,UPI,05-09-2023,84000,3,5
S0020590,Apple iPhone,Africa,Online,Credit Card,15-07-2023,12000,1,0
S0020594,Apple iPhone,South America,Retail Store,UPI,19-04-2023,48000,2,3
S0020595,Xiaomi (India),Asia,Online,Cash,11-06-2023,39000,2,2
S0020599,Apple iPhone,North America,Retail Store,UPI,25-04-2023,32000,2,2
S0020600,Apple iPhone,North America,Online,Debit Card,27-04-2022,66000,3,4
S0020602,Apple iPhone,Europe,Wholesale,UPI,22-07-2023,24000,1,1
S0020604,OnePlus Nord,Africa,Retail Store,UPI,24-01-2023,86000,3,6
S0020605,Xiaomi (India),South America,Online,Credit Card,27-09-2023,42000,2,3
S0020609,OnePlus Nord,North America,Online,Cash,29-11-2022,70000,3,4
S0020610,Apple iPhone,Africa,Online,Cash,30-08-2023,86000,3,6
S0020611,Apple iPhone,North America,Online,Credit Card,13-01-2022,40000,2,2
S0020612,Samsung Galaxy,North America,Online,Credit Card,23-11-2023,29000,1,2
S0020613,Realme,North America,Wholesale,Cash,26-10-2023,33000,2,2
S0020615,Realme,South America,Retail Store,UPI,12-11-2023,39000,2,2
S0020618,Realme,Europe,Retail Store,UPI,27-02-2023,40000,2,2
S0020619,Xiaomi (India),South America,Online,Credit Card,06-08-2022,72000,3,5
S0020620,Xiaomi (India),North America,Retail Store,UPI,15-02-2023,33000,2,2
S0020622,OnePlus Nord,North America,Retail Store,UPI,23-11-2023,65000,3,4
S0020623,OnePlus Nord,Africa,Retail Store,Debit Card,03-12-2023,66000,3,4
S0020627,OnePlus Nord,Africa,Retail Store,UPI,17-04-2023,66000,3,4
S0020628,Apple iPhone,Asia,Wholesale,UPI,27-12-2023,79000,3,5
S0020629,Samsung Galaxy,Africa,Online,Credit Card,08-08-2022,66000,3,4
S0020631,OnePlus Nord,Africa,Retail Store,UPI,15-06-2023,66000,3,4
S0020632,Samsung Galaxy,North America,Online,Credit Card,11-11-2022,65000,3,4
S0020633,Samsung Galaxy,Europe,Retail Store,Debit Card,25-06-2022,64000,3,4
S0020637,OnePlus Nord,Asia,Online,Credit Card,23-09-2023,48000,2,3
S0020638,Apple iPhone,Asia,Online,UPI,18-06-2022,27000,1,2
S0020640,Realme,Asia,Retail Store,UPI,23-12-2022,11000,1,0
S0020641,Samsung Galaxy,South America,Retail Store,UPI,18-11-2022,79000,3,5
S0020642,Apple iPhone,North America,Retail Store,UPI,20-10-2022,24000,1,1
S0020643,OnePlus Nord,South America,Retail Store,UPI,14-03-2022,48000,2,3
S0020645,Realme,Asia,Retail Store,UPI,18-12-2022,79000,3,5
S0020648,Samsung Galaxy,North America,Retail Store,UPI,30-09-2022,64000,3,4
S0020652,Xiaomi (India),Europe,Online,UPI,08-09-2023,55000,2,3
S0020653,OnePlus Nord,Africa,Online,Credit Card,09-10-2023,43000,2,3
S0020656,Apple iPhone,North America,Online,UPI,07-06-2023,37000,2,2
S0020657,Apple iPhone,South America,Retail Store,UPI,03-07-2022,28000,1,2
S0020658,Xiaomi (India),Africa,Retail Store,UPI,11-11-2023,79000,3,5
S0020659,Xiaomi (India),North America,Retail Store,UPI,28-03-2022,29000,1,2
S0020660,OnePlus Nord,Africa,Wholesale,UPI,31-07-2023,20000,1,1
S0020668,Apple iPhone,Asia,Retail Store,UPI,16-09-2022,42000,2,3
S0020670,Xiaomi (India),Europe,Retail Store,UPI,11-05-2023,60000,3,4
S0020671,Apple iPhone,Europe,Retail Store,UPI,10-09-2023,32000,2,2
S0020672,Realme,North America,Retail Store,UPI,28-03-2023,43000,2,3
S0020675,Realme,Europe,Retail Store,UPI,03-03-2023,24000,1,1
S0020678,Xiaomi (India),Asia,Online,Credit Card,10-03-2023,12000,1,0
S0020679,OnePlus Nord,Europe,Retail Store,UPI,29-07-2023,32000,2,2
S0020680,Realme,Europe,Retail Store,UPI,08-02-2023,20000,1,1
S0020681,Realme,Asia,Retail Store,UPI,27-05-2023,27000,1,2
S0020682,Samsung Galaxy,Europe,Retail Store,UPI,27-09-2023,11000,1,0
S0020683,Samsung Galaxy,North America,Retail Store,UPI,05-03-2022,12000,1,0
S0020685,Samsung Galaxy,South America,Retail Store,UPI,22-04-2022,65000,3,4
S0020686,Xiaomi (India),South America,Online,Credit Card,07-02-2022,85000,3,5
S0020687,Realme,South America,Retail Store,Credit Card,06-05-2023,37000,2,2
S0020689,Realme,Asia,Online,Net Banking,03-03-2022,55000,2,3
S0020692,Xiaomi (India),Asia,Retail Store,UPI,29-01-2022,70000,3,4
S0020694,Realme,Asia,Online,Credit Card,10-06-2023,39000,2,2
S0020695,Apple iPhone,Asia,Retail Store,Cash,13-06-2023,27000,1,2
S0020696,Xiaomi (India),North America,Retail Store,UPI,10-08-2023,33000,2,2
S0020697,Xiaomi (India),Europe,Retail Store,UPI,26-08-2022,11000,1,0
S0020700,Realme,Europe,Wholesale,Cash,17-09-2022,74000,3,5
S0020701,OnePlus Nord,South America,Retail Store,UPI,28-04-2023,27000,1,2
S0020702,Samsung Galaxy,Africa,Online,UPI,08-08-2022,48000,2,3
S0020703,Apple iPhone,Asia,Retail Store,UPI,13-10-2023,43000,2,3
S0020704,Xiaomi (India),Africa,Retail Store,UPI,27-11-2022,55000,2,3
S0020705,Xiaomi (India),Africa,Retail Store,UPI,28-08-2022,43000,2,3
S0020706,Xiaomi (India),South America,Retail Store,UPI,14-11-2022,29000,1,2
S0020707,OnePlus Nord,Asia,Retail Store,UPI,01-11-2022,85000,3,5
S0020709,OnePlus Nord,Asia,Online,UPI,01-12-2022,76000,3,5
S0020710,Xiaomi (India),Africa,Retail Store,UPI,18-09-2022,65000,3,4
S0020711,OnePlus Nord,Asia,Online,Credit Card,24-03-2022,76000,3,5
S0020713,Apple iPhone,South America,Retail Store,UPI,20-01-2022,29000,1,2
S0020714,OnePlus Nord,South America,Retail Store,UPI,17-07-2023,54000,2,3
S0020715,Xiaomi (India),Africa,Retail Store,UPI,30-12-2023,20000,1,1
S0020717,Xiaomi (India),Europe,Retail Store,UPI,11-11-2022,64000,3,4
S0020718,Xiaomi (India),Europe,Retail Store,UPI,13-10-2022,85000,3,5
S0020719,Realme,Asia,Retail Store,UPI,25-11-2023,12000,1,0
S0020720,Realme,South America,Retail Store,UPI,03-09-2023,40000,2,2
S0020722,Xiaomi (India),Europe,Retail Store,UPI,19-03-2023,70000,3,4
S0020724,Samsung Galaxy,Africa,Retail Store,UPI,09-06-2022,40000,2,2
S0020725,Apple iPhone,Asia,Retail Store,UPI,30-10-2023,79000,3,5
S0020726,Xiaomi (India),Africa,Retail Store,UPI,25-07-2022,76000,3,5
S0020727,Apple iPhone,Asia,Retail Store,Net Banking,10-11-2022,65000,3,4
S0020730,Xiaomi (India),Europe,Online,UPI,21-09-2023,66000,3,4
S0020731,OnePlus Nord,Europe,Retail Store,UPI,02-01-2022,65000,3,4
S0020733,Apple iPhone,Europe,Retail Store,UPI,23-11-2022,70000,3,4
S0020734,Apple iPhone,Africa,Online,Credit Card,28-02-2023,11000,1,0
S0020735,Apple iPhone,North America,Retail Store,UPI,16-08-2023,76000,3,5
S0020737,Apple iPhone,Asia,Online,UPI,23-04-2023,40000,2,2
S0020738,Realme,Europe,Online,Credit Card,02-05-2022,12000,1,0
S0020740,Samsung Galaxy,Africa,Retail Store,UPI,24-11-2022,72000,3,5
S0020741,Realme,Africa,Online,Credit Card,12-02-2023,57000,2,4
S0020742,Realme,Africa,Retail Store,UPI,21-05-2023,72000,3,5
S0020743,Apple iPhone,South America,Online,Credit Card,13-03-2023,24000,1,1
S0020744,Realme,Africa,Retail Store,UPI,15-04-2022,55000,2,3
S0020747,Xiaomi (India),Europe,Retail Store,UPI,13-04-2023,65000,3,4
S0020750,OnePlus Nord,South America,Retail Store,UPI,30-11-2023,85000,3,5
S0020751,Realme,Europe,Retail Store,UPI,15-10-2022,66000,3,4
S0020754,Realme,Europe,Retail Store,UPI,31-03-2023,11000,1,0
S0020755,Xiaomi (India),South America,Retail Store,UPI,31-03-2023,65000,3,4
S0020756,Realme,North America,Wholesale,Cash,13-06-2023,72000,3,5
S0020758,Realme,Africa,Online,Credit Card,17-04-2022,24000,1,1
S0020759,Realme,South America,Retail Store,Debit Card,02-08-2022,57000,2,4
S0020760,Samsung Galaxy,Africa,Retail Store,UPI,10-01-2022,57000,2,4
S0020761,Xiaomi (India),North America,Online,Credit Card,09-08-2022,27000,1,2
S0020762,Realme,Africa,Retail Store,UPI,12-02-2023,48000,2,3
S0020764,Apple iPhone,Asia,Retail Store,UPI,03-02-2022,20000,1,1
S0020766,Realme,North America,Retail Store,UPI,18-07-2022,66000,3,4
S0020768,Xiaomi (India),Africa,Retail Store,UPI,04-07-2022,20000,1,1
S0020769,OnePlus Nord,South America,Retail Store,UPI,21-03-2022,74000,3,5
S0020770,Apple iPhone,North America,Retail Store,UPI,29-07-2022,79000,3,5
